Package,Sourcetype,Documentation_URL
Splunk_TA_cisco-ucs,source::cisco:ucs:equipmentPsuStats,http://docs.splunk.com/Documentation/AddOns/latest/CiscoUCS
Splunk_TA_cisco-wsa,cisco:wsa:l4tm,http://docs.splunk.com/Documentation/AddOns/latest/CiscoWSA
Splunk_TA_cisco-wsa,cisco:wsa:squid:new,http://docs.splunk.com/Documentation/AddOns/latest/CiscoWSA
Splunk_TA_cisco-wsa,cisco:wsa:squid,http://docs.splunk.com/Documentation/AddOns/latest/CiscoWSA
Splunk_TA_cisco-wsa,cisco:wsa:w3c,http://docs.splunk.com/Documentation/AddOns/latest/CiscoWSA
Splunk_TA_cisco-wsa,cisco:wsa:w3c:recommended,http://docs.splunk.com/Documentation/AddOns/latest/CiscoWSA
Splunk_TA_cisco-wsa,cisco:wsa:syslog,http://docs.splunk.com/Documentation/AddOns/latest/CiscoWSA
Splunk_TA_citrix-netscaler,citrix:netscaler:nitro,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_citrix-netscaler,citrix:netscaler:syslog,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_citrix-netscaler,citrix:netscaler:ipfix,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_citrix-netscaler,citrix:netscaler:ipfix:syslog,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_citrix-netscaler,citrix:netscaler:appfw,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_citrix-netscaler,citrix:netscaler:appfw:cef,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_citrix-netscaler,source::stat:system,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_citrix-netscaler,source::stat:systemmemory,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_citrix-netscaler,source::config:nsversion,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_citrix-netscaler,source::config:Interface,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_citrix-netscaler,source::config:nshardware,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_citrix-netscaler,source::stat:ns,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_citrix-netscaler,source::stat:protocolhttp,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_citrix-netscaler,source::stat:protocolip,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_citrix-netscaler,source::stat:ssl,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_citrix-netscaler,source::stat:hanode,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_citrix-netscaler,source::stat:service,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_citrix-netscaler,source::stat:servicegroup,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_citrix-netscaler,source::config:service,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_citrix-netscaler,source::config:servicegroup,https://docs.splunk.com/Documentation/AddOns/latest/CitrixNetScaler
Splunk_TA_CrowdStrike_FDR,crowdstrike:events:external,http://docs.splunk.com/Documentation/AddOns/latest/CrowdStrikeFDR
Splunk_TA_CrowdStrike_FDR,crowdstrike:events:ztha,http://docs.splunk.com/Documentation/AddOns/latest/CrowdStrikeFDR
Splunk_TA_CrowdStrike_FDR,crowdstrike:inventory:aidmaster,http://docs.splunk.com/Documentation/AddOns/latest/CrowdStrikeFDR
Splunk_TA_CrowdStrike_FDR,crowdstrike:inventory:managedassets,http://docs.splunk.com/Documentation/AddOns/latest/CrowdStrikeFDR
Splunk_TA_CrowdStrike_FDR,crowdstrike:inventory:notmanaged,http://docs.splunk.com/Documentation/AddOns/latest/CrowdStrikeFDR
Splunk_TA_CrowdStrike_FDR,crowdstrike:inventory:appinfo,http://docs.splunk.com/Documentation/AddOns/latest/CrowdStrikeFDR
Splunk_TA_CrowdStrike_FDR,crowdstrike:inventory:userinfo,http://docs.splunk.com/Documentation/AddOns/latest/CrowdStrikeFDR
Splunk_TA_CrowdStrike_FDR,crowdstrike:events:sensor,http://docs.splunk.com/Documentation/AddOns/latest/CrowdStrikeFDR
Splunk_TA_CrowdStrike_FDR,crowdstrike:events:sensor:ithr,http://docs.splunk.com/Documentation/AddOns/latest/CrowdStrikeFDR
Splunk_TA_cyberark,cyberark:epv:cef,http://docs.splunk.com/Documentation/AddOns/latest/CyberArk/About
Splunk_TA_cyberark,cyberark:pta:cef,http://docs.splunk.com/Documentation/AddOns/latest/CyberArk/About
Splunk_TA_cyberark_epm,cyberark:epm:application:events,http://docs.splunk.com/Documentation/AddOns/latest/CyberArkEPM
Splunk_TA_cyberark_epm,cyberark:epm:policy:audit,http://docs.splunk.com/Documentation/AddOns/latest/CyberArkEPM
Splunk_TA_cyberark_epm,cyberark:epm:threat:detection,http://docs.splunk.com/Documentation/AddOns/latest/CyberArkEPM
Splunk_TA_cyberark_epm,cyberark:epm:aggregated:events,http://docs.splunk.com/Documentation/AddOns/latest/CyberArkEPM
Splunk_TA_cyberark_epm,cyberark:epm:raw:events,http://docs.splunk.com/Documentation/AddOns/latest/CyberArkEPM
Splunk_TA_cyberark_epm,cyberark:epm:raw:policy:audit,http://docs.splunk.com/Documentation/AddOns/latest/CyberArkEPM
Splunk_TA_cyberark_epm,cyberark:epm:aggregated:policy:audit,http://docs.splunk.com/Documentation/AddOns/latest/CyberArkEPM
Splunk_TA_cyberark_epm,cyberark:epm:policies,http://docs.splunk.com/Documentation/AddOns/latest/CyberArkEPM
Splunk_TA_cyberark_epm,cyberark:epm:computers,http://docs.splunk.com/Documentation/AddOns/latest/CyberArkEPM
Splunk_TA_cyberark_epm,cyberark:epm:computer:groups,http://docs.splunk.com/Documentation/AddOns/latest/CyberArkEPM
Splunk_TA_cyberark_epm,cyberark:epm:admin:audit,http://docs.splunk.com/Documentation/AddOns/latest/CyberArkEPM
Splunk_TA_cyberark_epm,cyberark:epm:account:admin:audit,http://docs.splunk.com/Documentation/AddOns/latest/CyberArkEPM
Splunk_TA_esxilogs,vmw-syslog,http://docs.splunk.com/Documentation/AddOns/latest/CyberArkEPM
Splunk_TA_esxilogs,vmware:esxlog:vmkernel,http://docs.splunk.com/Documentation/AddOns/latest/CyberArkEPM
Splunk_TA_esxilogs,vmware:esxlog:vmkwarning,http://docs.splunk.com/Documentation/AddOns/latest/CyberArkEPM
Splunk_TA_f5-bigip,f5_bigip:irule:dns:request,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5_bigip:irule:dns:response,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5_bigip:icontrol:globallb,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5_bigip:irule:http,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5_bigip:irule:lb:failed,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5_bigip:icontrol:locallb,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5_bigip:icontrol:locallb:pool,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5_bigip:syslog,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5_bigip:icontrol,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5_bigip:icontrol:system:systeminfo,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5_bigip:icontrol:system:statistics,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5_bigip:icontrol:system:disk,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5_bigip:icontrol:management:device,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5_bigip:icontrol:networking:interfaces,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5_bigip:icontrol:networking:adminip,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5_bigip:icontrol:management:usermanagement,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5_bigip:icontrol:networking,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5_bigip:icontrol:management,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:ltm:failed::irule,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:gtm:dns:request:irule,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:gtm:dns:response:irule,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:gtm:globallb:icontrol,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:ltm:http:irule,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:ltm:failed:irule,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:ltm:locallb:icontrol,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:ltm:locallb:pool:icontrol,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:syslog,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:secure,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:ltm:ssl:error,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:ltm:tcl:error,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:ltm:traffic,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:ltm:log:error,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:icontrol,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:system:systeminfo:icontrol,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:system:statistics:icontrol,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:system:disk:icontrol,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:management:device:icontrol,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:networking:interfaces:icontrol,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:networking:adminip:icontrol,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:management:usermanagement:icontrol,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:networking:icontrol,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:management:icontrol,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:asm:syslog,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:bigip:apm:syslog,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,f5:telemetry:json,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,source::f5:bigip:avr,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,source::f5:bigip:syslog,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
Splunk_TA_f5-bigip,source::f5:bigip:asm,https://docs.splunk.com/Documentation/AddOns/latest/F5BIGIP
